tweet_id,label
1265499005762646022,1
1265496913748647937,1
1265494825706586113,1
1265494731150278656,1
1265493658880671745,1
1265492720166068224,1
1265491930307342341,1
1265491093585563648,0
1265483898030620672,1
1265481244038492160,0
1265480654654828544,1
1265476669034332160,1
1265456582470455297,1
1265434765584465920,1
1265407066396655628,1
1265381697266216960,1
1265372077420208129,1
1265369927826894848,1
1265366062826090496,1
1265361617056944129,0
1265360125809659904,0
1265359685554593794,0
1265358282346172416,0
1265357138555293696,1
1265356579861196800,0
1265355962031812608,1
1265355189864722433,1
1265354766386786304,0
1265353602622582784,0
1265348652660391937,1
1265348325194301447,1
1265346001436577792,1
1265342799144267778,1
1265341856998518785,1
1265340315910549505,1
1265338954892492800,1
1265338809480351744,1
1265338623555039232,0
1265337771180335110,1
1265336951722307589,1
1265335751249723393,1
1265335044509331456,1
1265334541054382080,1
1265334523790635010,1
1265333368830361600,0
1265329656183439361,1
1265329527892443138,1
1265329027314675712,1
1265326883022843904,1
1265326363310993409,0
1265322776790876160,1
1265322253358469120,0
1265320763562668032,1
1265319731612971008,1
1265315733950681092,1
1265314014063550464,1
1265313739940737025,0
1265313733057736704,1
1265312737267048448,1
1265312493569601536,0
1265310817198759940,1
1265309533624168450,1
1265309091343167488,1
1265308910992400387,1
1265305717449293828,0
1265300967446073344,0
1265297478904983554,0
1265297111635177473,0
1265293485575270400,1
1265293024369586177,1
1265292554813280256,1
1265291561996337153,0
1265290704718266368,1
1265290117255700480,1
1265287857809297411,1
1265286241370599426,1
1265286015129915392,0
1265285326047592448,1
1265284607395553280,1
1265283558400131072,1
1265281536766685184,1
1265280728289251335,0
1265280415188713475,1
1265280215124791297,1
1265278361435115521,1
1265277100522528774,0
1265276322357510150,0
1265276247178764291,0
1265274841965326339,0
1265274406542008327,1
1265273985291489280,0
1265273551675949056,0
1265272636449394689,1
1265272172974489601,1
1265271779133710336,0
1265269900836081664,1
1265269636339126272,0
1265269002978222080,1
1265268835986182144,1
