tweet_id,label
1241025578527903750,0
1240467080954228737,0
1240716889162018816,0
1241062514886090754,0
1241447017945223169,1
1241637320325029889,1
1241519420628963330,0
1242137430322446344,1
1240717039377022977,1
1240334979701395458,0
1241161304771039233,0
1240676575168921600,1
1242125087886761987,1
1240768501452697600,1
1241447267502116864,0
1241337295606657033,1
1241429041011478529,1
1242414259407130624,0
1241973404992802818,0
1241057919128526856,1
1240633773965918210,0
1241254183979765761,1
1241465915486670848,0
1241009089091600392,0
1241466219791822849,0
1241871812591419392,0
1241696164782669824,0
1241287878354677760,1
1240335912329977858,0
1241902001539203073,1
1242302400762908685,0
1242476408896507910,1
1241528549183385601,1
1241247329572683776,1
1241403715036291072,0
1240987594080559105,0
1240666954958069768,1
1241359584784044033,0
1240620727306510342,1
1240780691362570240,0
1241054976270614535,1
1240847006907711490,1
1241699484469526531,0
1242087413868003333,0
1240789646893821953,0
1242131768662282243,1
1241225019952263170,1
1240805124143906816,0
1241745355957514241,0
1240852412203589632,0
1241952866404687872,0
1240683123362406410,0
1240831248861474816,0
1240714976060248064,0
1240618235499819008,1
1240630649192677378,0
1241439824239906817,0
1241986189437087744,0
1241385872001384449,1
1240690021759238144,1
1241050910085840903,0
1242136816469389316,1
1240797127539920896,0
1240340480342310915,1
1241135631406977031,1
1242255630938845184,0
1241090332676194310,1
1242114805588267008,0
1240743583860195328,1
1240859409397547010,0
1240722087381262337,1
1240729932948439045,0
1242493913337913345,0
1241512518721376257,1
1240328267472740352,0
1240353157693177858,0
1241951568855019521,0
1240709511226077186,0
1241052280452833281,0
1241836135195828225,0
1240906846933790720,1
1240858151211028480,0
1242540756209774592,1
1242458760364175360,0
1240647292543262721,1
1240596164178657280,0
1242228808264155138,1
1241924168263897089,1
1241019106771558401,1
1241566743815913472,0
1242195174257819651,0
1242282560106958854,0
1241904709583155206,1
1242414406203371520,0
1240681203449114630,1
1241052755793412096,1
1241789646037602307,1
1240810734315024386,1
1241125126340595712,1
1241119424729559041,1
1241421603575119874,1
1241184976974077953,0
1241111496039546882,0
1242428305359462400,1
1242223348236550147,1
1241923572144074754,1
1242061429789909001,1
1240683310717661184,0
1240736835732717571,0
1241497054817509376,1
1241898619965509637,1
1242212614610051075,1
1241782106646249474,1
1242292061925076997,0
